customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
NZ83890,California,Female,High School or Below,5081.74,0,69.0,0,Personal Auto,Two-Door Car,93.7
QV24282,California,Female,Bachelor,5363.53,43879,69.0,0,Corporate Auto,Four-Door Car,242.13
YF67162,California,Female,High School or Below,2429.6,23941,61.0,0,Corporate Auto,Four-Door Car,292.8
YE20366,California,Male,Bachelor,7183.07,14390,65.0,0,Personal Auto,Four-Door Car,402.78
PN77420,California,Male,College,5376.89,30039,70.0,0,Corporate Auto,Four-Door Car,498.61
CF26207,California,Male,College,7019.18,26806,63.0,0,Personal Auto,Four-Door Car,302.4
WH24638,California,Female,College,7079.17,24450,90.0,0,Personal Auto,Four-Door Car,250.96
YQ16427,California,Female,High School or Below,2415.83,0,64.0,0,Personal Auto,Four-Door Car,360.22
AZ90068,California,Male,College,8193.16,89219,73.0,4,Personal Auto,Four-Door Car,350.4
PL59209,California,Female,College,6952.65,0,73.0,3,Corporate Auto,Four-Door Car,525.6
VK93542,California,Male,High School or Below,7465.98,0,109.0,0,Personal Auto,SUV,784.8
NE70589,California,Male,College,13220.8,29504,117.0,0,Personal Auto,SUV,809.04
AT52647,California,Female,High School or Below,4014.92,0,113.0,0,Personal Auto,SUV,1305.28
CW38361,California,Male,Bachelor,8744.73,61706,110.0,0,Corporate Auto,SUV,223.91
BZ92811,California,Female,High School or Below,5948.99,88122,148.0,0,Corporate Auto,SUV,840.23
ON68006,California,Female,Bachelor,5520.15,26129,70.0,0,Personal Auto,Four-Door Car,419.19
VG58889,California,Female,Bachelor,5040.78,22350,66.0,0,Corporate Auto,Two-Door Car,316.8
MI42935,California,Female,Bachelor,5654.59,0,83.0,0,Personal Auto,Four-Door Car,597.6
OS21957,California,Female,High School or Below,8896.5,26201,112.0,0,Personal Auto,SUV,168.9
JG21385,California,Male,Bachelor,8715.95,0,84.0,0,Personal Auto,Four-Door Car,604.8
CT62892,California,Female,Bachelor,7868.81,0,107.0,0,Personal Auto,SUV,513.6
IE97795,California,Male,High School or Below,6878.01,39020,87.0,0,Corporate Auto,Four-Door Car,485.01
DM59629,California,Female,Bachelor,6411.68,47606,81.0,0,Personal Auto,Two-Door Car,388.8
SH48087,California,Female,College,10144.31,27231,88.0,0,Personal Auto,Four-Door Car,422.4
WG93963,California,Female,College,8575.96,39946,218.0,0,Personal Auto,Luxury,1046.4
OQ88395,California,Male,College,4510.54,84300,111.0,0,Corporate Auto,SUV,202.22
XH46220,California,Female,College,3746.75,41479,94.0,1,Corporate Auto,Two-Door Car,19.58
BK61065,California,Male,Master,5479.56,56005,68.0,1,Personal Auto,Four-Door Car,326.4
UD87700,California,Male,High School or Below,7164.01,0,108.0,0,Corporate Auto,SUV,1260.46
CO19402,California,Female,Bachelor,13265.51,99617,109.0,0,Personal Auto,SUV,74.93
KJ29915,California,Female,Bachelor,5246.28,28909,66.0,0,Personal Auto,Two-Door Car,456.7
JX52708,California,Male,Bachelor,4556.07,25617,63.0,0,Personal Auto,Two-Door Car,302.4
OT42923,California,Male,High School or Below,2751.25,86788,70.0,0,Personal Auto,Four-Door Car,336.0
DL34364,California,Male,High School or Below,2914.09,28523,77.0,0,Corporate Auto,Four-Door Car,369.6
WX16610,California,Female,Bachelor,5824.77,38492,72.0,0,Personal Auto,Four-Door Car,207.9
NH76558,California,Female,High School or Below,5755.18,97657,71.0,0,Personal Auto,Two-Door Car,107.33
SQ14756,California,Male,Master,2424.69,49008,61.0,1,Personal Auto,Four-Door Car,292.8
EP64069,California,Female,Bachelor,5138.24,72264,64.0,0,Corporate Auto,Four-Door Car,272.65
IS63817,California,Male,College,6047.03,20396,76.0,1,Corporate Auto,Four-Door Car,364.8
UC83161,California,Female,High School or Below,6106.47,60234,152.0,0,Personal Auto,SUV,136.22
DL45122,California,Male,Bachelor,3329.89,75556,84.0,0,Corporate Auto,Four-Door Car,498.93
KB90953,California,Female,Bachelor,40132.01,98710,123.0,0,Personal Auto,Luxury,587.39
EX72956,California,Female,Bachelor,5095.37,69461,64.0,0,Personal Auto,Two-Door Car,101.42
YN15016,California,Male,High School or Below,4471.75,0,68.0,2,Personal Auto,Four-Door Car,489.6
GW56797,California,Male,High School or Below,8773.51,0,87.0,0,Personal Auto,Four-Door Car,626.4
QR57842,California,Female,College,10351.37,73895,129.0,0,Corporate Auto,SUV,825.42
TB53616,California,Male,High School or Below,10408.97,20228,101.0,1,Personal Auto,SUV,523.82
JN10602,California,Female,Master,8201.33,81785,67.0,0,Personal Auto,Four-Door Car,321.6
VI94769,California,Female,Bachelor,2248.45,24910,63.0,1,Personal Auto,Four-Door Car,347.86
BQ60673,California,Male,Bachelor,5205.02,32946,66.0,0,Corporate Auto,Two-Door Car,316.8
JK68578,California,Female,High School or Below,15306.13,83868,189.0,0,Corporate Auto,Luxury,134.84
OI39449,California,Female,College,8002.31,0,107.0,0,Personal Auto,SUV,513.6
NJ29981,California,Male,High School or Below,4553.19,0,124.0,0,Corporate Auto,SUV,714.49
ZO16199,California,Female,High School or Below,5354.37,17099,69.0,0,Personal Auto,Four-Door Car,331.2
HB12866,California,Female,High School or Below,7449.86,0,206.0,0,Personal Auto,Luxury,1483.2
DQ19344,California,Male,College,3112.05,33046,79.0,0,Personal Auto,Four-Door Car,181.54
GH35369,California,Male,College,4386.28,10621,67.0,0,Personal Auto,Four-Door Car,321.6
QR26617,California,Male,Bachelor,4865.85,21498,63.0,0,Corporate Auto,Four-Door Car,302.4
QZ34525,California,Male,Bachelor,6993.38,0,66.0,0,Personal Auto,Four-Door Car,439.7
IU62399,California,Female,Bachelor,5860.48,36889,74.0,1,Personal Auto,Four-Door Car,192.19
OH23893,California,Female,Bachelor,9115.57,69588,114.0,0,Personal Auto,SUV,173.08
ZX83542,California,Male,Master,5300.69,26585,69.0,0,Corporate Auto,Four-Door Car,308.65
CO16841,California,Female,Bachelor,3630.27,0,101.0,0,Corporate Auto,SUV,727.2
MV81355,California,Male,High School or Below,8819.02,99845,110.0,1,Personal Auto,SUV,528.0
HU22390,California,Male,College,5389.5,66429,136.0,0,Corporate Auto,Luxury,57.71
YS74016,California,Male,Bachelor,3123.08,0,101.0,4,Personal Auto,SUV,960.12
PU33703,California,Female,College,2435.32,43721,61.0,0,Personal Auto,Four-Door Car,292.8
PJ59176,California,Male,High School or Below,8754.23,51209,109.0,0,Personal Auto,SUV,39.5
ML68781,California,Female,College,2628.56,84498,65.0,0,Personal Auto,Four-Door Car,255.21
JI93499,California,Male,High School or Below,6669.18,0,65.0,1,Corporate Auto,Four-Door Car,312.0
NY90858,California,Male,College,6765.8,59034,85.0,0,Personal Auto,Four-Door Car,378.75
IZ76711,California,Female,Bachelor,10013.78,0,135.0,0,Personal Auto,Luxury,773.69
BT78461,California,Female,College,11288.17,96399,70.0,0,Personal Auto,Four-Door Car,307.9
PS68884,California,Male,College,4686.47,58089,118.0,0,Corporate Auto,SUV,566.4
EY71439,California,Male,High School or Below,7131.73,0,103.0,0,Corporate Auto,Luxury,741.6
TO84268,California,Male,Master,9051.71,60964,113.0,0,Personal Auto,Four-Door Car,327.72
UH93563,California,Male,College,5306.16,42871,67.0,0,Corporate Auto,Four-Door Car,321.6
GD57363,California,Male,College,5133.64,38795,65.0,0,Personal Auto,Four-Door Car,98.35
LU36517,California,Male,Bachelor,11124.6,0,112.0,0,Personal Auto,Two-Door Car,806.4
DO93657,California,Male,Master,7285.1,57134,91.0,1,Personal Auto,Two-Door Car,436.8
EF41225,California,Female,College,14627.93,40711,121.0,0,Personal Auto,SUV,580.8
CY97519,California,Male,College,17086.75,26334,63.0,2,Corporate Auto,Two-Door Car,453.6
FO36473,California,Female,Bachelor,4298.38,31414,116.0,4,Personal Auto,SUV,556.8
OD66412,California,Female,Doctor,5018.89,74423,62.0,0,Personal Auto,Four-Door Car,50.8
IW54903,California,Female,College,7200.66,0,66.0,0,Personal Auto,Four-Door Car,316.8
RF64040,California,Female,Bachelor,9591.03,0,128.0,0,Corporate Auto,SUV,150.95
CB17191,California,Female,High School or Below,3240.67,30646,81.0,0,Corporate Auto,Four-Door Car,128.58
OI39301,California,Female,High School or Below,8906.51,0,118.0,0,Personal Auto,SUV,566.4
VY90611,California,Female,Master,2499.04,28264,63.0,0,Corporate Auto,Two-Door Car,364.62
KF96171,California,Female,High School or Below,8167.99,0,117.0,0,Personal Auto,Two-Door Car,842.4
IJ36435,California,Female,College,5811.61,0,79.0,0,Personal Auto,Four-Door Car,304.55
GX40957,California,Female,College,18732.2,70187,117.0,0,Personal Auto,Luxury,632.16
RT36566,California,Female,Bachelor,5260.62,31006,67.0,0,Personal Auto,Four-Door Car,321.6
ML38237,California,Female,High School or Below,8869.63,0,119.0,0,Corporate Auto,SUV,571.2
RR74547,California,Male,High School or Below,2878.85,0,85.0,0,Personal Auto,Four-Door Car,612.0
PK26805,California,Male,High School or Below,2810.96,20371,71.0,1,Personal Auto,Four-Door Car,340.8
KS36311,California,Female,College,2701.04,39141,68.0,0,Personal Auto,Four-Door Car,402.46
ZZ69693,California,Male,High School or Below,2449.58,0,69.0,0,Corporate Auto,Four-Door Car,496.8
FS70572,California,Male,College,9445.93,76837,78.0,0,Corporate Auto,Four-Door Car,23.79
LN87823,California,Female,High School or Below,4414.58,0,61.0,0,Personal Auto,Four-Door Car,643.88
XL81489,California,Female,Bachelor,6785.54,0,197.0,0,Corporate Auto,Luxury,1439.68
NQ32487,California,Female,High School or Below,3600.93,25147,101.0,0,Personal Auto,SUV,694.6
XF60649,California,Female,Bachelor,7452.94,0,106.0,0,Personal Auto,SUV,763.2
VA95584,California,Male,Master,12723.15,34665,64.0,0,Personal Auto,Two-Door Car,450.86
FN80010,California,Female,Master,4312.64,25404,112.0,0,Personal Auto,SUV,578.18
QX22025,California,Female,High School or Below,12148.94,37025,101.0,0,Corporate Auto,SUV,427.24
ZU63258,California,Male,Bachelor,3549.75,0,100.0,1,Personal Auto,SUV,480.0
IC74050,California,Female,High School or Below,6153.39,23939,160.0,1,Personal Auto,SUV,768.0
JX80723,California,Male,College,6272.42,76673,80.0,1,Personal Auto,Four-Door Car,56.08
CT50487,California,Female,High School or Below,2851.16,55274,71.0,0,Corporate Auto,Two-Door Car,484.73
VT16570,California,Female,College,6781.13,30324,86.0,0,Corporate Auto,Four-Door Car,143.94
YW94562,California,Female,College,4985.24,31702,63.0,1,Personal Auto,Four-Door Car,302.4
JG83075,California,Female,College,6725.04,0,95.0,0,Corporate Auto,Four-Door Car,684.0
SZ61563,California,Male,Bachelor,36632.53,70908,132.0,1,Personal Auto,SUV,521.44
JO60130,California,Male,High School or Below,5838.9,81082,73.0,0,Personal Auto,Four-Door Car,281.3
BG55927,California,Female,College,12206.89,17705,108.0,1,Personal Auto,Two-Door Car,668.74
BS53322,California,Female,High School or Below,14196.97,77738,118.0,0,Personal Auto,SUV,463.46
FZ13256,California,Female,Bachelor,2670.8,0,72.0,0,Corporate Auto,Four-Door Car,366.28
CM38959,California,Female,College,8033.91,70311,66.0,0,Personal Auto,Two-Door Car,341.4
FS38926,California,Female,Bachelor,9685.54,66022,239.0,0,Personal Auto,Luxury,538.23
EN31802,California,Male,High School or Below,36168.34,74140,101.0,2,Personal Auto,SUV,484.8
TO18404,California,Female,Bachelor,10453.26,73604,88.0,0,Corporate Auto,Two-Door Car,398.19
VQ53427,California,Male,College,5406.69,21855,74.0,1,Corporate Auto,Four-Door Car,355.2
OT50011,California,Female,Master,2671.17,23305,68.0,0,Personal Auto,Four-Door Car,127.16
OO96627,California,Male,High School or Below,3531.35,0,98.0,0,Corporate Auto,Two-Door Car,958.5
BN77676,California,Male,High School or Below,4835.57,0,71.0,0,Personal Auto,Four-Door Car,511.2
JT64945,California,Female,College,13422.06,65024,67.0,0,Personal Auto,Four-Door Car,189.87
BO58202,California,Female,Bachelor,2424.22,22590,67.0,0,Personal Auto,Two-Door Car,85.68
UR71715,California,Male,College,2983.11,0,91.0,0,Personal Auto,Four-Door Car,436.8
GM84292,California,Female,Master,14723.41,38401,92.0,0,Corporate Auto,Four-Door Car,441.6
DW20514,California,Male,College,8438.46,25539,112.0,0,Personal Auto,SUV,585.07
WZ45123,California,Male,Master,14435.67,60880,119.0,0,Personal Auto,Two-Door Car,109.91
LW11571,California,Male,Bachelor,2690.07,87313,67.0,0,Personal Auto,Four-Door Car,321.6
TI48450,California,Male,College,7948.54,23916,68.0,0,Corporate Auto,Two-Door Car,481.11
CZ62883,California,Female,Bachelor,11378.89,34854,95.0,0,Corporate Auto,Four-Door Car,456.0
BY88565,California,Female,College,5219.75,48203,66.0,0,Personal Auto,Four-Door Car,413.24
EB61889,California,Male,High School or Below,9486.04,25322,126.0,0,Corporate Auto,Luxury,886.03
GX22027,California,Female,Bachelor,4762.56,16656,63.0,1,Personal Auto,Two-Door Car,302.4
BN91755,California,Female,Master,4975.17,44723,124.0,0,Personal Auto,SUV,341.09
OZ89964,California,Male,High School or Below,4422.62,35979,116.0,2,Personal Auto,Luxury,556.8
PV62467,California,Female,College,4849.7,36413,61.0,0,Personal Auto,Four-Door Car,153.01
QZ71100,California,Male,Bachelor,19237.7,0,196.0,0,Corporate Auto,Luxury,2092.52
UA63517,California,Female,Doctor,8518.55,0,112.0,1,Personal Auto,Luxury,537.6
BD69478,California,Male,College,5194.65,51883,66.0,0,Personal Auto,Two-Door Car,623.75
GV41938,California,Female,High School or Below,46302.08,0,151.0,1,Personal Auto,SUV,1087.2
UA73107,California,Male,Bachelor,2538.63,18608,71.0,0,Corporate Auto,Four-Door Car,340.8
XU43725,California,Female,College,14070.64,0,127.0,0,Corporate Auto,SUV,677.87
MT78037,California,Male,High School or Below,2748.93,55964,69.0,0,Personal Auto,Four-Door Car,496.8
FH81263,California,Male,High School or Below,6006.21,85510,74.0,0,Corporate Auto,Four-Door Car,355.2
SZ94413,California,Male,High School or Below,3286.44,30706,84.0,0,Personal Auto,Four-Door Car,225.65
HI48554,California,Female,High School or Below,2648.35,29587,69.0,0,Personal Auto,Two-Door Car,331.2
YR30159,California,Male,College,20936.33,20309,181.0,0,Personal Auto,Luxury,1579.85
EV15014,California,Male,Bachelor,7194.23,0,71.0,0,Personal Auto,Four-Door Car,599.38
BM16805,California,Female,College,11435.23,12470,103.0,1,Corporate Auto,SUV,618.69
IB60476,California,Male,Master,4064.11,0,107.0,0,Personal Auto,Luxury,513.6
YC63458,California,Female,Bachelor,5893.37,86498,74.0,1,Personal Auto,Two-Door Car,8.53
VS42598,California,Female,Bachelor,8256.3,62902,69.0,0,Personal Auto,Two-Door Car,159.38
BB65725,California,Male,College,8061.2,57293,102.0,0,Corporate Auto,Luxury,348.0
UZ86963,California,Female,High School or Below,9333.08,0,129.0,0,Corporate Auto,Luxury,928.8
RR39300,California,Female,High School or Below,34243.51,51255,122.0,0,Personal Auto,SUV,421.71
IU25994,California,Male,College,31516.51,0,125.0,0,Corporate Auto,SUV,626.41
IO81315,California,Female,College,2460.17,69241,61.0,0,Personal Auto,Four-Door Car,47.96
JC93010,California,Male,Bachelor,4929.55,25632,63.0,0,Personal Auto,Two-Door Car,351.27
XO56170,California,Female,High School or Below,2866.82,87428,72.0,0,Personal Auto,Four-Door Car,224.48
QS65968,California,Male,Master,8429.49,98796,104.0,0,Personal Auto,SUV,499.2
PT42203,California,Male,College,8052.24,78617,101.0,0,Corporate Auto,Four-Door Car,233.17
SX87181,California,Female,Bachelor,4916.48,0,65.0,0,Personal Auto,Two-Door Car,312.0
RE85409,California,Male,High School or Below,5386.97,93893,67.0,0,Personal Auto,Four-Door Car,98.66
YW95322,California,Male,Bachelor,3508.91,23629,88.0,0,Personal Auto,Four-Door Car,633.6
TL39187,California,Male,Bachelor,6511.1,0,91.0,0,Corporate Auto,Two-Door Car,655.4
XP41644,California,Male,High School or Below,4335.68,30574,114.0,1,Corporate Auto,Luxury,396.11
FZ89300,California,Female,Bachelor,3673.53,69555,92.0,0,Personal Auto,Four-Door Car,255.28
ED80746,California,Male,Bachelor,7426.46,19634,98.0,0,Corporate Auto,Two-Door Car,470.4
BD35524,California,Male,Bachelor,2640.49,15776,69.0,0,Personal Auto,Two-Door Car,337.6
EW68125,California,Female,Bachelor,4889.77,46819,62.0,0,Personal Auto,Four-Door Car,157.99
TT86956,California,Female,Master,10537.4,47950,65.0,0,Personal Auto,Four-Door Car,301.87
KA67497,California,Female,High School or Below,6385.62,0,63.0,1,Personal Auto,Two-Door Car,302.4
TM68292,California,Female,Master,4564.51,12626,69.0,4,Personal Auto,Four-Door Car,331.2
SC23927,California,Male,High School or Below,4772.94,20993,133.0,0,Personal Auto,SUV,638.4
BO92934,California,Male,High School or Below,10387.25,24392,93.0,0,Personal Auto,Four-Door Car,446.4
XR82418,California,Male,Bachelor,4984.62,86305,62.0,0,Personal Auto,Four-Door Car,80.73
XS56253,California,Male,Bachelor,6600.48,0,110.0,3,Personal Auto,Luxury,1011.77
UC34044,California,Female,College,2591.75,56701,65.0,0,Personal Auto,Four-Door Car,333.44
MU64306,California,Male,College,8355.64,57074,105.0,0,Personal Auto,SUV,80.13
UI33675,California,Male,Bachelor,5142.05,0,72.0,0,Personal Auto,Two-Door Car,345.6
UX24010,California,Female,Bachelor,5205.26,53614,65.0,1,Personal Auto,Four-Door Car,725.85
GC69429,California,Male,Master,14816.95,0,135.0,0,Personal Auto,SUV,648.0
XA27299,California,Male,Bachelor,12812.44,0,128.0,0,Personal Auto,SUV,789.78
MT39460,California,Male,Master,2472.23,76441,62.0,0,Personal Auto,Four-Door Car,294.26
NM33351,California,Female,Bachelor,35186.26,86134,98.0,0,Corporate Auto,Two-Door Car,3.25
IR29181,California,Male,High School or Below,9336.12,45262,117.0,0,Corporate Auto,Four-Door Car,842.4
TE79454,California,Female,Bachelor,14980.05,0,222.0,0,Personal Auto,Luxury,1123.49
US34108,California,Female,Bachelor,4773.66,27725,63.0,4,Personal Auto,Four-Door Car,302.4
LG45849,California,Male,Doctor,4698.52,27985,117.0,0,Personal Auto,Two-Door Car,561.6
FI25204,California,Female,Master,3491.26,29673,92.0,2,Corporate Auto,Two-Door Car,328.35
YM24620,California,Male,Master,4505.84,24790,113.0,0,Personal Auto,SUV,767.24
UG49494,California,Female,High School or Below,5765.5,57846,73.0,1,Personal Auto,Four-Door Car,481.01
VM77872,California,Male,High School or Below,7685.65,0,111.0,0,Corporate Auto,Four-Door Car,799.2
EY49684,California,Female,Bachelor,2309.88,0,61.0,0,Personal Auto,Four-Door Car,32.45
XB70333,California,Male,High School or Below,6582.29,10738,109.0,4,Personal Auto,Four-Door Car,852.26
BC75105,California,Male,College,2860.44,45587,81.0,5,Personal Auto,Four-Door Car,380.6
BR22486,California,Female,College,5039.44,82940,63.0,0,Personal Auto,Four-Door Car,332.85
JT27173,California,Male,College,3979.28,42633,101.0,0,Corporate Auto,SUV,285.05
AT31367,California,Female,College,6273.91,18577,86.0,0,Corporate Auto,Four-Door Car,412.8
EW17514,California,Male,Master,14435.67,60880,119.0,0,Personal Auto,Two-Door Car,109.91
QJ31447,California,Male,Master,19339.2,22582,61.0,0,Personal Auto,Four-Door Car,292.8
BC85847,California,Female,Bachelor,6872.04,0,64.0,0,Corporate Auto,Four-Door Car,585.06
FP53421,California,Male,High School or Below,7613.71,25944,70.0,0,Personal Auto,Four-Door Car,336.0
ZF54421,California,Male,High School or Below,6369.26,34498,83.0,0,Personal Auto,Two-Door Car,398.4
EG81847,California,Female,High School or Below,14255.23,31027,124.0,1,Personal Auto,SUV,597.58
SE21603,California,Male,Bachelor,2469.09,0,71.0,0,Corporate Auto,Four-Door Car,484.88
RA47157,California,Male,High School or Below,3451.25,45609,87.0,0,Corporate Auto,Two-Door Car,246.52
ZA45956,California,Female,Master,13736.13,16181,181.0,0,Personal Auto,SUV,1261.32
PB93081,California,Male,High School or Below,6360.65,41195,160.0,0,Corporate Auto,SUV,323.19
ZE49470,California,Female,Master,4770.98,76194,119.0,0,Personal Auto,SUV,388.31
QW72605,California,Female,Bachelor,10297.0,0,138.0,0,Personal Auto,SUV,666.98
MG53211,California,Female,College,3237.92,60097,82.0,0,Personal Auto,Four-Door Car,278.74
YB49540,California,Female,College,5254.02,95017,65.0,0,Personal Auto,Four-Door Car,325.0
FY77803,California,Female,High School or Below,10129.51,0,68.0,0,Corporate Auto,Four-Door Car,326.4
KX64629,California,Female,College,2228.53,0,64.0,0,Personal Auto,Four-Door Car,744.92
IN28584,California,Female,Bachelor,16501.07,83547,137.0,1,Personal Auto,SUV,75.66
FP66891,California,Male,Bachelor,2178.52,0,65.0,0,Personal Auto,Four-Door Car,319.49
TT97465,California,Male,College,14642.14,57561,62.0,1,Corporate Auto,Four-Door Car,298.43
AM88377,California,Female,Bachelor,5049.77,10180,65.0,0,Corporate Auto,Two-Door Car,455.65
JA47688,California,Male,Master,3544.54,40658,90.0,0,Personal Auto,Two-Door Car,502.87
GP87031,California,Female,College,3210.14,23554,86.0,0,Corporate Auto,Four-Door Car,412.8
ZV43350,California,Female,Bachelor,4531.37,0,119.0,0,Personal Auto,Four-Door Car,571.2
TG37259,California,Male,Master,3373.87,28989,85.0,0,Personal Auto,Four-Door Car,408.0
KM22467,California,Male,Bachelor,5451.8,55898,69.0,0,Personal Auto,Two-Door Car,441.95
JB32090,California,Female,High School or Below,3045.06,53441,76.0,0,Personal Auto,Two-Door Car,364.8
EY78874,California,Male,Doctor,2715.69,20848,71.0,0,Corporate Auto,Four-Door Car,350.14
ZT60177,California,Female,High School or Below,3802.99,0,108.0,0,Personal Auto,Luxury,932.65
RV92809,California,Male,College,5498.94,22520,73.0,0,Personal Auto,Four-Door Car,350.4
VI69768,California,Male,Bachelor,23990.15,69781,119.0,0,Personal Auto,SUV,849.21
NP40205,California,Male,Bachelor,7901.43,99711,98.0,0,Corporate Auto,Four-Door Car,11.55
LZ56963,California,Female,College,8596.57,25785,112.0,1,Corporate Auto,SUV,537.6
CO56168,California,Male,High School or Below,3964.53,62638,100.0,0,Personal Auto,SUV,441.99
HJ64239,California,Female,College,8262.63,0,113.0,0,Corporate Auto,SUV,813.6
WX80471,California,Male,High School or Below,6676.73,56875,84.0,0,Personal Auto,Two-Door Car,145.45
EH51056,California,Male,High School or Below,2750.88,93102,68.0,0,Personal Auto,Two-Door Car,578.95
DK19711,California,Male,College,5495.18,25564,71.0,0,Personal Auto,Four-Door Car,228.52
ZJ71004,California,Female,Bachelor,2471.28,29918,62.0,0,Personal Auto,Four-Door Car,108.89
CE68841,California,Female,Bachelor,4128.39,95891,102.0,0,Corporate Auto,SUV,34.24
HX41374,California,Male,High School or Below,15234.75,72988,127.0,0,Personal Auto,SUV,276.5
QE13586,California,Male,High School or Below,6366.23,44368,80.0,0,Personal Auto,Two-Door Car,384.0
PA20570,California,Male,Bachelor,6575.45,84146,82.0,0,Personal Auto,Four-Door Car,464.71
MB91424,California,Male,College,7425.27,36259,63.0,0,Corporate Auto,Four-Door Car,302.4
QW98193,California,Male,College,3924.42,56480,101.0,0,Corporate Auto,SUV,617.65
TS53731,California,Female,College,8660.84,79674,107.0,0,Personal Auto,SUV,9.28
WK55963,California,Male,College,8130.65,61036,68.0,0,Corporate Auto,Two-Door Car,413.25
CE71123,California,Female,Bachelor,12751.28,33235,110.0,0,Personal Auto,SUV,113.8
KK38827,California,Female,Master,4170.69,29462,107.0,1,Personal Auto,SUV,513.6
YH81239,California,Male,High School or Below,6405.74,48131,82.0,0,Personal Auto,Four-Door Car,393.6
MD32702,California,Female,Bachelor,3573.29,0,109.0,1,Personal Auto,SUV,523.2
UK79109,California,Male,College,9095.05,37937,116.0,0,Corporate Auto,SUV,556.8
TV37646,California,Female,College,4794.12,70012,119.0,0,Personal Auto,SUV,755.2
QS35019,California,Male,Master,14435.67,60880,119.0,0,Personal Auto,Two-Door Car,109.91
RJ62038,California,Male,High School or Below,8166.51,0,82.0,0,Personal Auto,Four-Door Car,590.4
VX94337,California,Male,High School or Below,8807.61,59762,113.0,0,Corporate Auto,SUV,542.4
GM54723,California,Male,Bachelor,9061.63,0,65.0,0,Corporate Auto,Four-Door Car,413.29
ET39822,California,Female,Bachelor,8256.3,62902,69.0,0,Personal Auto,Two-Door Car,159.38
WA94988,California,Female,Bachelor,19327.87,57245,124.0,0,Corporate Auto,Luxury,681.58
WZ23060,California,Female,Bachelor,7050.97,39040,174.0,0,Personal Auto,SUV,835.2
HK84372,California,Male,High School or Below,2409.7,0,70.0,0,Personal Auto,Four-Door Car,504.0
WG28563,California,Female,Doctor,5519.51,70914,68.0,0,Personal Auto,Four-Door Car,77.7
KE70943,California,Female,College,10090.41,97238,126.0,0,Personal Auto,SUV,604.8
LD76400,California,Female,Bachelor,31316.61,42522,132.0,0,Corporate Auto,SUV,909.88
DR54244,California,Female,High School or Below,2590.84,0,67.0,0,Personal Auto,Four-Door Car,321.6
FV63234,California,Female,Bachelor,4957.16,0,67.0,0,Personal Auto,Four-Door Car,321.6
IV60781,California,Female,Doctor,4014.45,37384,99.0,0,Personal Auto,Four-Door Car,475.2
AK59340,California,Male,High School or Below,5601.14,42360,71.0,0,Corporate Auto,Four-Door Car,99.51
NF78904,California,Female,Bachelor,7370.62,67871,61.0,0,Corporate Auto,Four-Door Car,10.48
IS55638,California,Female,College,15503.72,29932,64.0,0,Personal Auto,Two-Door Car,319.71
RD40721,California,Male,High School or Below,5384.73,0,78.0,0,Corporate Auto,Four-Door Car,748.77
ZF70768,California,Male,High School or Below,4050.28,82758,101.0,0,Personal Auto,Two-Door Car,179.43
FH68849,California,Female,Bachelor,12765.78,0,117.0,0,Personal Auto,SUV,842.4
ZO42514,California,Female,Bachelor,9159.01,96331,114.0,0,Personal Auto,Two-Door Car,491.03
FR66336,California,Male,High School or Below,5325.72,0,73.0,0,Personal Auto,Two-Door Car,496.47
MQ84363,California,Male,Bachelor,11072.03,58971,94.0,1,Corporate Auto,Four-Door Car,318.88
UC75204,California,Female,High School or Below,12851.42,0,186.0,0,Personal Auto,Luxury,1339.2
WN56695,California,Male,College,8607.48,0,118.0,0,Personal Auto,Four-Door Car,566.4
MF59279,California,Male,Bachelor,4222.98,0,63.0,0,Personal Auto,Two-Door Car,302.4
US30122,California,Male,College,61134.68,0,198.0,0,Corporate Auto,Luxury,2275.27
IM15403,California,Male,College,9368.27,44980,81.0,0,Corporate Auto,Two-Door Car,333.48
IH18704,California,Male,Master,4365.26,23566,112.0,0,Personal Auto,SUV,537.6
FP27229,California,Female,College,3384.47,54603,86.0,0,Corporate Auto,Four-Door Car,412.8
ZA60820,California,Male,High School or Below,2409.0,0,67.0,0,Personal Auto,Two-Door Car,482.4
WT65970,California,Female,High School or Below,7209.09,0,99.0,0,Personal Auto,Four-Door Car,715.04
IX10511,California,Male,College,3875.54,0,117.0,0,Personal Auto,Luxury,842.4
XB71208,California,Female,College,2735.47,96314,69.0,0,Personal Auto,Four-Door Car,297.0
QI99143,California,Female,Bachelor,3092.63,31168,78.0,0,Corporate Auto,Four-Door Car,289.39
XQ19310,California,Female,High School or Below,5006.61,0,71.0,0,Personal Auto,Two-Door Car,358.99
HK40573,California,Male,College,14382.56,52174,121.0,0,Personal Auto,SUV,403.74
NN65590,California,Female,College,2762.8,72335,69.0,0,Personal Auto,Four-Door Car,331.2
NG15940,California,Male,High School or Below,3997.48,0,62.0,1,Corporate Auto,Four-Door Car,552.85
UE96503,California,Male,Doctor,5599.67,0,73.0,0,Corporate Auto,Four-Door Car,350.4
AE90216,California,Male,Bachelor,4974.8,75644,65.0,3,Personal Auto,Two-Door Car,467.8
LJ20215,California,Female,High School or Below,3435.65,0,95.0,0,Corporate Auto,Four-Door Car,679.05
PF78020,California,Male,College,5574.62,20075,71.0,0,Personal Auto,Four-Door Car,371.68
